artid,catid,"art_name","art_name_eng","art_details","art_details_eng",art_price,id_ext,"ref",stock,"date",escaparate
675,189,"Queso negro mini","","Diametro 1,6cm.","",1.2,1,"C83cm  ",50,"11, 5, 2008",0
676,189,"Queso partido blanco","","Diametro 2 cm.","",1.8,1,"C84a  ",100,"11, 5, 2008",0
677,189,"Queso partido negro","","Diametro 2 cm.","",1.8,1,"C84b  ",100,"11, 5, 2008",0
678,189,"Queso grullere","","Diametro 2,6 cm. Precio de un queso entero.","",1.8,1,"C86  ",50,"11, 5, 2008",0
679,189,"Medio grullere","","Dimensiones  2,7 x 1,3 cm. Precio de medio queso.","",1.8,1,"C87  ",50,"11, 5, 2008",0
691,187,"Calabaza","","Modelada a mano con barro. Diametro 2cm.","",2.2,1,"C35    ",100,"20, 5, 2008",0
692,187,"Calabaza mini","","Modelada a mano con barro. Diametro 1,3cm.","",1.8,1,"C35m   ",100,"20, 5, 2008",0
684,187,"MelÛn partido","","Modelado a mano con barro. Dimensiones 2,8cm. de largo.","",2.5,1,"C32    ",50,"20, 5, 2008",0
685,187,"MelÛn entero mini","","Modelado a mano con barro. Dimensiones 1,3cm. de largo.","",2.2,1,"C31m     ",50,"20, 5, 2008",0
686,187,"MelÛn partido mini","","Modelado a mano con barro. Dimensiones 1,3cm. de largo.","",2,1,"C32m   ",50,"20, 5, 2008",0
687,187,"SandÌa","","Modelado a mano con barro. Dimensiones 2cm. de diametro.","",1.8,1,"C33     ",75,"20, 5, 2008",0
688,187,"SandÌa entera mini","","Modelado a mano con barro. Dimensiones 1,2cm. de diametro.","",1.8,1,"C33m     ",75,"20, 5, 2008",0
689,187,"Media sandÌa","","Modelado a mano con barro. Dimensiones 2cm. de diametro.","",2.5,1,"C34a     ",50,"20, 5, 2008",0
690,187,"SandÌa partida","","Modelado a mano con barro. Dimensiones 2cm. de diametro. Precio de una sandÔøΩa partida.","",2.5,1,"C34b    ",50,"20, 5, 2008",0
693,187,"PiÒa","","Dimensiones 2 cm. Precio unidad.","",3,1,"C36    ",50,"20, 5, 2008",0
694,187,"Coco","","Diametro 1,2cm.  Las dos piezas se unen en una entera, para ello tendra que pedir dos unidades. Precio del medio coco.","",3,1,"C37    ",50,"20, 5, 2008",0
695,187,"Manojo de esparragos","","Dimensiones 2,5cm de alto. Precio de un manojo.","",3.6,1,"C38     ",50,"20, 5, 2008",0
696,187,"Cesta de peras","","Cesta con 5 peras modeladas a mano con porcelana rusa. Diametro 3,2 cm.","",3.6,1,"C39    ",5,"20, 5, 2008",0
697,187,"Cesta de naranjas","","Cesta  con 5 naranjas modeladas a mano con porcelana rusa. Diametro 3,2 cm.","",3.6,1,"C40    ",5,"20, 5, 2008",0
698,187,"Cesta de tomates","","Cesta  con 5 tomates, modelados a mano con porcelana rusa. Diametro 3,2 cm.","",3.6,1,"C41    ",5,"20, 5, 2008",0
699,187,"Cesta de frutas","","Cesta  con varias frutas, modeladas a mano con porcelana rusa. Diametro 3,2 cm.","",4.6,1,"C42    ",5,"20, 5, 2008",0
700,187,"Cesta champiÒones","","Cesta  con champiÔøΩones, judias verdes y tomates, modelados a mano con porcelana rusa. Diametro 3,2 cm.","",4.6,1,"C43      ",5,"20, 5, 2008",0
701,187,"Cesta frutas melÛn","","Cesta con frutas surtidas y melÔøΩn,  modelados a mano con porcelana rusa. Diametro 4,5 cm.","",5.9,1,"C46a    ",5,"20, 5, 2008",0
702,187,"Cesta frutas sandÌa","","Cesta con frutas surtidas y melÛn  modelados a mano con porcelana rusa. Diametro 4,5 cm.","",5.9,1,"C46b    ",5,"20, 5, 2008",0
703,187,"Caja zanahorias","","Caja de madera con zanahorias, modeladas a mano con porcelana rusa. Dimensiones de la caja 4x 3 cm.","",4.6,1,"C47   ",5,"20, 5, 2008",0
704,187,"Caja de peras","","Caja de madera con peras, modeladas a mano con porcelana rusa. Dimensiones de la caja 4x 3 cm.","",4.6,1,"C48    ",5,"20, 5, 2008",0
705,187,"Caja de pimientos","","Caja de madera con pimientos, modelados a mano con porcelana rusa. Dimensiones de la caja 4x 3 cm.","",4.6,1,"C49   ",5,"20, 5, 2008",0
706,187,"Caja de berenjenas","","Caja de madera con berenjenas, modeladas a mano con porcelana rusa. Dimensiones de la caja 4x 3 cm.","",4.6,1,"C50   ",5,"20, 5, 2008",0
707,187,"Caja de limones","","Caja de madera con limones, modelados a mano con porcelana rusa. Dimensiones de la caja 4x 3 cm.","",4.2,1,"C51   ",5,"20, 5, 2008",0
708,187,"Caja de tomates","","Caja de madera con tomates, modelados a mano con porcelana rusa. Dimensiones de la caja 4x 3 cm.","",4.6,1,"C52   ",5,"20, 5, 2008",0
709,187,"Caja vacÌa","","Caja de madera vacÌa. Dimensiones  4x 3 cm.","",1.4,1,"C53    ",50,"20, 5, 2008",0
710,187,"Caja champiÒones m.","","Cajita con champiÒones, modelados a mano con porcelana rusa.  Dimensiones de la caja 2,3 x 1,7 cm. y  1,1 de alto.","",4.2,1,"C54    ",5,"20, 5, 2008",0
711,187,"Caja  mini vacÌa",""," Dimensiones  de la base 2,3 x 1,7 cm. y 1,1 de alto.","",1.4,1,"C55    ",50,"20, 5, 2008",0
712,187,"Caja  mini judÌas","","  Cajita con judÌas verdes. Dimensiones  de la base 2,3 x 1,7  cm. y 1,1 de alto.","",3,1,"C56    ",5,"20, 5, 2008",0
713,187,"Cajita zanahorias","","  Cajita con zanahorias. Dimensiones  de la base 2,3 x 1,7  cm. y 1,1 de alto.","",4.8,1,"C56a    ",5,"20, 5, 2008",0
714,187,"Cesta mini","","Cestita con calabaza y lechuga. Dimensiones 1,5 x 2,5 cm.","",4.8,1,"C56d   ",5,"20, 5, 2008",0
715,187,"Cesta grande uvas","","Dimensiones 4 x 2,7 x 4,7 cm.","",5.4,1,"C56u   ",25,"20, 5, 2008",0
716,187,"Plato fruta pequeÒo","","Plato de barro vidriado y fruta modelada con porcelana rusa. Diametro 2,7 cm.","",3,1,"C57    ",15,"20, 5, 2008",0
717,187,"Plato fruta mediano","","Plato de barro vidriado y fruta modelada con porcelana rusa. Diametro 3,4 cm.","",4.2,1,"C58   ",15,"20, 5, 2008",0
718,187,"Plato fruta sandÌa","","Plato de barro vidriado y fruta modelada con porcelana rusa. Diametro 4,1 cm.","",6.5,1,"C59    ",8,"20, 5, 2008",0
719,187,"Plato fruta melÛn","","Plato de barro vidriado y fruta modelada con porcelana rusa. Diametro 4,1 cm.","",8.9,1,"C60  ",8,"20, 5, 2008",0
720,187,"Ristra mazorcas",""," Modelada  con porcelana rusa. Dimensiones de cada mazorca 3x 0,8 cm.","",3.4,1,"C62   ",50,"20, 5, 2008",0
721,187,"Ristra ajos mini","","Dimensiones de largo 2,2 cm. Precio de una ristra.","",3.4,1,"C63m   ",75,"20, 5, 2008",0
722,187,"Ristra ajos mediana","","Dimensiones de largo 4 cm. Precio de una ristra.","",3,1,"C63   ",100,"20, 5, 2008",0
723,187,"Ristra ajos grandes","","Dimensiones de largo 5,3cm.","",3,1,"C63g   ",40,"20, 5, 2008",0
724,187,"Ristra cebollas mini","","Dimensiones de largo 2,2 cm. Precio de una ristra.","",3,1,"C64m   ",40,"20, 5, 2008",0
725,187,"Ristra cebollas med.","","TamaÔøΩo mediano. Dimensiones de largo 4 cm. Precio de una ristra.","",3,1,"C64    ",40,"20, 5, 2008",0
726,187,"Ristra cebollas gr.","","TamaÔøΩo mediano. Dimensiones de largo 5,3 cm. Precio de una ristra.","",3,1,"C64g   ",40,"20, 5, 2008",0
727,187,"Ristra pimiento mini","","Modelada con porcelana rusa. Dimensiones de largo 3,2 cm. Precio de una ristra.","",3.6,1,"C65m   ",50,"20, 5, 2008",0
728,187,"Ristra pimiento med.","","TamaÔøΩo mediano. Dimensiones de largo 5 cm. Precio de una ristra.","",3.6,1,"C65   ",50,"20, 5, 2008",0
729,187,"Ristra pimientos gr.","","TamaÔøΩo mediano. Dimensiones de largo 6,8 cm. Precio de una ristra.","",3.6,1,"C65g   ",50,"20, 5, 2008",0
730,189,"Huevo","","Modelado con porcelana rusa. Dimensiones 0,8 cm. Si los desea blancos o morenos, indiquelos en Comentarios. Precio unidad.","",0.35,1,"C6   ",500,"20, 5, 2008",0
731,189,"Cesta huevos","","Diametro 3,2 cm. Cesta con huevos modelados con porcelana rusa.","",3.6,1,"C44   ",5,"20, 5, 2008",0
732,189,"Cesta huevos resina","","Diametro 3,2 cm.","",3.6,1,"C45  ",5,"20, 5, 2008",0
733,189,"Queso tetilla","","Dimensiones 2 cm de alto y 1,6 de diametro. Precio unidad","",1.8,1,"C88  ",50,"20, 5, 2008",0
734,189,"Queso bola entero","","Diametro 2 cm. Precio unidad.","",1.8,1,"C89  ",30,"20, 5, 2008",0
735,189,"Queso bola partido","","Diametro 2 cm. Precio unidad.","",2,1,"C90 ",30,"20, 5, 2008",0
736,189,"Saco abierto oscuro","","Saco de tela oscura cosido a mano.Dimensiones 5 x 3cm. Si desea el contenido de saco de algÔøΩn color en especial, indiquelo en Comentarios.","",2.4,1,"C93o  ",30,"20, 5, 2008",0
737,189,"Saco abierto claro","","Saco de tela clara, cosido a mano.Dimensiones 5 x 3cm. Si desea el contenido de saco de algÔøΩn color en especial indiquelo en Comentarios.","",2.4,1,"C93b  ",30,"20, 5, 2008",0
738,189,"Saco cerrado oscuro","","Saco de tela oscura, cosido a mano. Dimensiones 6  cm.","",2.4,1,"C94o  ",30,"20, 5, 2008",0
739,189,"Saco cerrado claro","","Saco de tela clara, cosido a mano.Dimensiones 6  cm.","",2.4,1,"C94b  ",30,"20, 5, 2008",0
740,189,"Saco abierto peq.os.","","Saco de tela oscura, cosido a mano.Dimensiones 3,5 cm.de alto. Si desea el contenido de alguna variedad concreta, indiquelo en Comentarios","",2.4,1,"C95o  ",30,"20, 5, 2008",0
741,189,"Saco abierto peq.cl.","","Saco de tela clara, cosido a mano.Dimensiones 3,5 cm.de alto. Si desea el contenido de alguna variedad concreta, indiquelo en Comentarios.","",2.4,1,"C95b  ",30,"20, 5, 2008",0
747,189,"Bacalao","","Modelado a mano con porcelana rusa. Dimensiones 6 cm. de largo.","",3.4,1,"C97  ",50,"21, 5, 2008",0
743,189,"Saco cerrado peq. os","","Saco de tela oscura, cosido a mano. Dimensiones 3,8 cm. de alto.","",2.2,1,"C96o  ",25,"20, 5, 2008",0
744,189,"Saco cerrado peq.cl.","","Saco de tela clara, cosido a mano. Dimensiones 3,8 cm. de alto.","",2.2,1,"C96b  ",25,"20, 5, 2008",0
745,189,"Saco cerrado mini cl","","Saco de tela clara, cosido a mano. Dimensiones 2,8 cm. de alto.","",2.2,1,"C96mb  ",25,"20, 5, 2008",0
746,189,"Saco cerrado mini os","","Saco de tela clara, cosido a mano. Dimensiones 2,8 cm. de alto.","",2.2,1,"C96mo  ",25,"20, 5, 2008",0
748,189,"Bacalao mini","","Modelado a mano con porcelana rusa. Dimensiones 3,6 cm. de largo.","",3.4,1,"C97m   ",50,"21, 5, 2008",0
749,189,"BoquerÛn","","Elaborado con estaÒo y pintado a mano. Dimensiones 1,5 cm. de largo.","",2.6,1,"C98    ",150,"21, 5, 2008",0
750,189,"Salmonete","","Elaborado con estaÔøΩo y pintado a mano. Dimensiones 1,7cm. de largo.","",2.6,1,"C99   ",100,"21, 5, 2008",0
751,189,"Pescadilla","","Elaborado con estaÔøΩo y pintado a mano. Dimensiones 2,5cm. de largo.","",2.6,1,"C100  ",100,"21, 5, 2008",0
752,189,"Besugo","","Elaborado con estaÔøΩo y pintado a mano. Dimensiones 2,5cm. de largo.","",2.4,1,"C101  ",100,"21, 5, 2008",0
753,189,"Caja pescado mini","","Caja mini con dos pescados. Dimensiones de la caja 2,3 x 1,7  y 1,1 cm. de alto.","",5,1,"C102  ",20,"21, 5, 2008",0
754,189,"Caja pescadillas","","Caja con tres pescadillas. Dimensiones de la caja 4 x 3 cm.","",7.1,1,"C103  ",20,"21, 5, 2008",0
755,189,"Pez anzuelo","","Elaborado con estaÔøΩo y pintado a mano. Dimensiones de largo 2,1 cm.","",1.4,1,"C104  ",75,"21, 5, 2008",0
756,189,"Langosta","","Dimensiones de largo 4,5 cm.","",4.6,1,"C105  ",40,"23, 5, 2008",0
757,189," Caja con langosta","","Dimensiones 5,4 x 4,4cm.","",9.7,1,"C106  ",5,"23, 5, 2008",0
758,189," Caja con cigalas","","Dimensiones 5,4 x 4,4 cm.","",4.7,1,"C107  ",20,"23, 5, 2008",0
759,189," Caja cigalas peq","","Dimensiones 3,7 x 2,6 cm.","",5,1,"C107p   ",20,"23, 5, 2008",0
760,189," Caja con chipirones","","Dimensiones 5,4 x 4,4 cm.","",5.7,1,"C108   ",20,"23, 5, 2008",0
761,189," Cesta salmonetes","","Cesta tejida a mano con 3 salmonetes. Diametro 3,2 cm.","",7.1,1,"C109  ",5,"23, 5, 2008",0
762,189," Cesta vieiras","","Cesta tejida a mano con vieiras. Diametro 3,2 cm.","",5.9,1,"C110  ",20,"23, 5, 2008",0
763,189," Cesta ostras","","Cesta tejida a mano con ostras. Diametro 3,2 cm.","",5.9,1,"C111  ",20,"23, 5, 2008",0
764,189," Cesta con mero","","Cesta de mimbre con 2 meros. Dimensiones 5,7 x 4,2  y 3 cm de alto.","",6.65,1,"C112  ",15,"23, 5, 2008",0
765,189," Cesta gr. vieiras","","Cesta de mimbre con 10 vieiras. Dimensiones 5,7 x 4,2  y 3 cm de alto.","",10.3,1,"C113  ",15,"23, 5, 2008",0
766,189," Cesta gr. lubinas","","Cesta de mimbre con 3 lubinas. Dimensiones 5,7 x 4,2  y 3 cm de alto. Imagen no disponible.","",10.3,1,"C114  ",15,"23, 5, 2008",0
767,189," Cubeta con lubinas","","Cubeta de madera con 2 lubinas. Medidas 3,3 cm de alto y 3,7 de diametro.","",6.65,1,"C115  ",15,"23, 5, 2008",0
768,189,"Cubo con pescadillas","","Cubo de zinc con 2 pescadillas. Medidas del cubo 2 cm de alto y 1,8 de diametro.","",6,1,"C115m  ",40,"23, 5, 2008",0
769,189,"Cartucho pescado","","Cartucho de papel con dos pescados pequeÔøΩos. Medidas 3,3 cm.de largo","",4.2,1,"C116  ",40,"23, 5, 2008",0
770,189,"Barra pan","","Medidas 3,6 x 0,7cm. Precio de una barra.","",1.2,1,"C117  ",50,"23, 5, 2008",0
771,189,"Bollo de pan","","Medidas 1,9 x 0,4 cm. Precio de un bollo.","",1.2,1,"C118  ",50,"23, 5, 2008",0
772,189,"Bollo redondo espiga","","Diametro 1,5 cm. Precio de un bollo con espiga.","",1.2,1,"C119  ",50,"23, 5, 2008",0
773,189,"Bollo redondo cruz","","Diametro 1,3 cm. Precio de un bollo con cruz.","",1.2,1,"C121  ",50,"23, 5, 2008",0
774,189,"Bollo redondo","","Diametro 1,5 cm. Precio de un bollo redondo grande.","",1.2,1,"C120  ",50,"23, 5, 2008",0
775,189,"Bollo redondo  mini","","Diametro 1,3 cm. Precio de un bollo redondo pequeÔøΩo.","",1.2,1,"C122  ",50,"23, 5, 2008",0
776,189,"Trenza de pan","","Medidas 2 x 0,8 cm. Precio de una trenza.","",1.2,1,"C124  ",50,"23, 5, 2008",0
777,189,"Rosquilla","","Medidas 1,4 x 1,1cm. Precio de una rosquilla.","",1.2,1,"C125  ",50,"23, 5, 2008",0
778,189,"Hogaza resina","","Diametro 2,2cm. Precio de una hogaza.","",1.2,1,"C125a  ",50,"23, 5, 2008",0
779,189,"Bollo resina","","Medidas 2,7 x 1,1 cm. Precio de un bollo.","",1.2,1,"C125b  ",50,"23, 5, 2008",0
780,189,"Hogaza  peq.r˙stica","","Diametro 1,6. Elaborada a mano, acabado como el pan autentico.","",0.7,1,"C127m   ",150,"23, 5, 2008",0
781,189,"Hogaza  pan r˙stica","","Elaborada a mano, acabado como el pan autentico. Diametro 2,6 cm.","",0.7,1,"C127 ",150,"23, 5, 2008",0
782,189,"Barra pan r˙stica","","Elaborada a mano, acabado como el pan autentico. Medidas de largo 4 cm.","",0.7,1,"C128 ",150,"23, 5, 2008",0
783,189,"Barra peq r˙stica","","Elaborada a mano, acabado como el pan autentico. Medidas de largo 3 cm.","",0.7,1,"C128m ",150,"23, 5, 2008",0
784,189,"Bollo pan r˙stico","","Elaborado a mano, acabado como el pan autentico. Medidas de largo 3 cm.","",0.7,1,"C129 ",150,"23, 5, 2008",0
785,189,"Bollo peq. r˙stico","","Elaborado a mano, acabado como el pan autentico. Medidas de largo 2 cm.","",0.7,1,"C129m  ",150,"23, 5, 2008",0
786,189,"Cesta 3 panes","","Cesta de mimbre con 3 panes de resina. Diametro 2,5 cm. medida de alto 3,2.","",4.2,1,"C130  ",15,"23, 5, 2008",0
787,189,"Tabla pan","","Tabla de madera con cuchillo y pan de resina. Medidas de la tabla 4,2 x 3,4cm. Precio del conjunto","",4.2,1,"C131  ",15,"23, 5, 2008",0
788,189,"Cartucho de  pan","","Cartucho de papel con dos panes de resina. Medidas 3,3cm. de largo.","",3.4,1,"C132  ",15,"23, 5, 2008",0
789,189,"Cesta de pan ovalada","","Cesta de mimbre con pan autentico. Medidas 6x4cm. y 3,3 de alto.","",4.2,1,"C133a  ",15,"23, 5, 2008",0
790,189,"Cesta  pan","","Cesta de mimbre rectangular con pan autentico. Medidas 6x4cm. y 3,3 de alto. Precio de una cesta rectangular.","",4.7,1,"C133c  ",15,"23, 5, 2008",0
791,189,"Alforjas peq. oscura","","Cosido a mano. Medidas 2x2cm. Precio de una alforja pequeÔøΩa oscura.","",2.4,1,"C136  ",15,"23, 5, 2008",0
792,189,"Alforjas peq. clara","","Cosido a mano. Medidas 2x2cm. Precio de una alforja pequeÔøΩa clara.","",2.4,1,"C136c  ",15,"23, 5, 2008",0
793,189,"Alforjas","","Cosido a mano. Medidas 3,5x3,5 cm. Precio de una alforja grande.","",2.4,1,"C137  ",15,"23, 5, 2008",0
804,193,"Olla 3 asas peq","","Elaborada con torno. Es de barro cocido y envejecido. Medidas de alto 2,3 cm.","",1.9,1,"B118p     ",50,"27, 5, 2008",0
795,193,"Jarra mini","","Elaborado en el torno con barro, cocido en el horno y envejecido. Medidas de alto 2cm.","",1.9,1,"B6m     ",35,"23, 5, 2008",0
796,193,"Jarra","","Elaborado en el torno con barro, cocido en el horno y envejecido. Medidas de alto 3,1cm.","",1.9,1,"B6n    ",35,"23, 5, 2008",0
797,193,"CastaÒera","","Elaborado en el torno con barro, cocido en el horno y envejecido. Es de una sola pieza. Medidas de alto 5cm, diametro 2,8.","",4.6,1,"B19     ",35,"23, 5, 2008",0
798,193,"Vasija dos asas","","Elaborado en el torno con barro, cocido en el horno y envejecido.  Diametro 2,cm. TamaÒo mini.","",1.9,1,"B40m    ",50,"23, 5, 2008",0
799,193,"Vasija dos asas","","Elaborado en el torno con barro, cocido en el horno y envejecido.  Diametro 3cm. TamaÒo pequeÒo.","",1.9,1,"B40    ",50,"23, 5, 2008",0
800,193,"Vasija dos asas","","Elaborado en el torno con barro, cocido en el horno y envejecido.  Diametro 4cm. TamaÒo mediano.","",2.6,1,"B13     ",50,"23, 5, 2008",0
801,193,"Vasija dos asas","","Elaborado en el torno con barro, cocido en el horno y envejecido.  Diametro 7,2cm. TamaÒo grande.","",4.5,1,"B52    ",35,"23, 5, 2008",0
802,193,"Olla dos asas juntas","","Elaborado a torno con barro. Cocido en el horno y envejecido.  Medida de alto 1,4cm. TamaÒo mini.","",1.9,1,"B30m    ",35,"23, 5, 2008",0
803,193,"Olla dos asas juntas","","Elaborado a torno con barro. Cocido en el horno y envejecido.  Medida de alto 2,3cm. TamaÒo pequeÒo.","",1.9,1,"B30    ",35,"23, 5, 2008",0
805,193,"Olla 3 asas","","Elaborada con torno. Es de barro cocido y envejecido. Medidas de alto 3 cm.","",2.4,1,"B118     ",50,"27, 5, 2008",0
806,193,"Olla grande","","Elaborada con torno. Es de barro cocido y envejecido. Medidas de alto 4,6 cm. Precio de  una olla grande y la tapadera.","",5.4,1,"B43    ",50,"27, 5, 2008",0
807,193,"Olla mediana","","Elaborada con torno. Es de barro cocido y envejecido. Medidas de alto 3,2 cm. Precio de  una olla mediana y la tapadera.","",4.85,1,"B44   ",50,"27, 5, 2008",0
808,193,"Olla pequeÒa","","Elaborada con torno. Es de barro cocido y envejecido. Medidas de alto 2,7cm. Precio de  una olla pequeÒa y la tapadera.","",4.25,1,"B44p     ",50,"27, 5, 2008",0
809,193,"Olla pequeÒa","","Elaborada con torno. Es de barro cocido y envejecido. Medidas de alto 2,3cm. Es una sola pieza.","",1.9,1,"B120    ",50,"27, 5, 2008",0
810,193,"Olla mini","","Elaborada con torno. Es de barro cocido y envejecido. Medidas de alto 1,8cm. Es una sola pieza.","",1.9,1,"B120m    ",50,"27, 5, 2008",0
811,193,"Olla dos asas","","Elaborada con torno. Es de barro cocido y envejecido. Medidas de alto 2,5cm.","",1.9,1,"B112    ",50,"27, 5, 2008",0
812,193,"Jarra","","Elaborada con torno. Es de barro cocido y envejecido. Medidas de alto 3,2cm.","",1.9,1,"B31    ",50,"27, 5, 2008",0
813,193,"Tinaja mini","","Elaborada con torno. Es de barro cocido y envejecido. Medidas de alto cm.","",1.9,1,"B116m    ",50,"27, 5, 2008",0
814,193,"Tinaja  pequeÒa","","Elaborada con torno. Es de barro cocido y envejecido. Medidas de alto 3cm.","",1.9,1,"B116p    ",50,"27, 5, 2008",0
815,193,"Tinaja  mediana","","Elaborada con torno. Es de barro cocido y envejecido. Medidas de alto cm.","",4.5,1,"B116     ",50,"27, 5, 2008",0
816,193,"Tinaja  mini","","Elaborada con torno. Es de barro cocido y envejecido. Medidas de alto cm.","",1.9,1,"B125m    ",50,"27, 5, 2008",0
817,193,"Tinaja  pequeÒa","","Elaborada con torno. Es de barro cocido y envejecido. Medidas de alto 3cm.","",4.7,1,"B125p      ",50,"27, 5, 2008",0
818,193,"Tinaja  grande","","Elaborada con torno. Es de barro cocido y envejecido. Medidas de alto 5cm.","",5.5,1,"B125g      ",50,"27, 5, 2008",0
819,193,"Tinaja","","Elaborada con torno. Es de barro cocido y envejecido. Medidas de alto 5,8cm. La tapadera va incluida en el precio.","",7.5,1,"B49    ",50,"27, 5, 2008",0
820,193,"Tinaja","","Elaborada en el torno. Es de barro cocido y envejecido. Medidas de alto 8cm. La tapadera va incluida en el precio.","",7.9,1,"B50   ",50,"27, 5, 2008",0
821,193,"Tinaja","","Elaborada en el torno. Es de barro cocido y envejecido. Medidas de alto 9.4 cm. La tapadera va incluida en el precio.","",8.5,1,"B51   ",50,"27, 5, 2008",1
822,193,"Tinaja","","Elaborada en el torno. Es de barro cocido y envejecido. Medidas de alto 5,7 cm. La tapadera va incluida en el precio.","",7.9,1,"B61   ",50,"27, 5, 2008",1
823,193,"Media tinaja","","Elaborada en el torno. Es de barro cocido y envejecido. Medidas de alto 4,5cm. La tapadera va incluida en el precio.","",6.65,1,"B101    ",50,"27, 5, 2008",0
824,193,"Media tinaja  peq.","","Elaborada en el torno. Es de barro cocido y envejecido. Medidas de alto cm. La tapadera va incluida en el precio.","",5.4,1,"B101p    ",50,"27, 5, 2008",0
825,193,"Media tinaja  mini","","Elaborada en el torno. Es de barro cocido y envejecido. Medidas de alto cm. La tapadera va incluida en el precio.","",4.85,1,"B101m   ",50,"27, 5, 2008",0
826,193,"Tinaja de pico","","Elaborada en el torno. Es de barro cocido y envejecido. Medidas de alto 7,5cm.  Diametro 4 cm.","",4.8,1,"B115   ",50,"27, 5, 2008",0
827,193,"¡nfora mini","","Elaborada en el torno. Es de barro cocido y envejecido. Medidas de alto 2,3cm.","",2.3,1,"B54m     ",50,"27, 5, 2008",0
828,193,"¡nfora pequeÒa","","Elaborada en el torno. Es de barro cocido y envejecido. Medidas de alto 2,9cm.","",2.3,1,"B54p     ",50,"27, 5, 2008",0
829,193,"¡nfora dos asas","","Elaborada en el torno. Es de barro cocido y envejecido. Medidas de alto 5cm.","",3.8,1,"B54    ",50,"27, 5, 2008",0
830,193,"¡nfora grande","","Elaborada en el torno. Es de barro cocido y envejecido. Medidas de alto 8,5cm.","",6.2,1,"B60     ",50,"27, 5, 2008",0
831,193,"¡nfora 1 asa","","Elaborada en el torno. Es de barro cocido y envejecido. Medidas de alto 4,3cm.","",4.7,1,"B55     ",50,"27, 5, 2008",0
832,193,"¡nfora mini","","Elaborada en el torno. Es de barro cocido y envejecido. Medidas de alto 2,1cm.  Precio unidad del tamaÒo mini.","",2.3,1,"B58m     ",50,"27, 5, 2008",0
833,193,"¡nfora pequeÒa","","Elaborada en el torno. Es de barro cocido y envejecido. Medidas de alto 3,5cm.  Precio unidad del tamaÒo pequeÒo.","",2.75,1,"B58p    ",50,"27, 5, 2008",0
834,193,"¡nfora","","Elaborada en el torno. Es de barro cocido y envejecido. Medidas de alto 4,5cm.","",3.9,1,"B58    ",50,"27, 5, 2008",0
835,193,"¡nfora grande","","Elaborada en el torno. Es de barro cocido y envejecido. Medidas de alto 8cm.","",5.1,1,"B59    ",50,"27, 5, 2008",0
836,193,"Plato mini","","Elaborado en el torno. Es de barro cocido y envejecido. Diametro 2cm. Precio unidad del tamaÒo mini.","",1.45,1,"B127m     ",50,"27, 5, 2008",0
837,193,"Plato pequeÒo","","Elaborado en el torno. Es de barro cocido y envejecido. Diametro 3cm. Precio unidad del tamaÒo pequeÒo.","",1.45,1,"B127p     ",50,"27, 5, 2008",0
