catid,artid,cat_name,art_details,art_name,ref,art_price
187,484,Frutas y Verduras,"Elaborado con porcelana rusa teï¿½ida. Medidas 1,3 cm. Precio unidad",Pimiento verde,C9a     ,0.7
187,483,Frutas y Verduras,"Elaborada con porcelana rusa teñida. Dimensiones del plátano0,4x2  cm. Precio de la piña. Foto no disponible",Piña de plátanos,C8  ,4.2
187,482,Frutas y Verduras,"Elaborada con porcelana rusa teñida. Dimensiones 0,4x2 cm. Precio 2 plátanos.",Plátano,C7    ,1.8
187,481,Frutas y Verduras,"Elaborada con porcelana rusa teï¿½ida. Dimensiones 0,9 cm. Precio unidad",Patata,C5   ,0.35
187,480,Frutas y Verduras,"Elaborada con porcelana rusa teñida. Dimensiones 0,9 cm. Precio unidad",Limón,C4    ,0.35
187,479,Frutas y Verduras,"Elaborada con porcelana rusa teï¿½ida. Dimensiones 0,9 cm. Precio unidad",Pera,C3   ,0.6
187,478,Frutas y Verduras,"Elaborada con porcelana rusa teï¿½ida. Dimensiones 0,9 cm. Precio unidad",Manzana,C2   ,0.35
187,477,Frutas y Verduras,"Elaborada con porcelana rusa teï¿½ida. Dimensiones 0,9 cm. Precio unidad",Naranja,C1   ,0.35
187,556,Frutas y Verduras," Dimensiones 2,8cm. de alto. Precio unidad",Lechuga,C26os   ,3
187,557,Frutas y Verduras," Para figuras de 5 a 8 cm. Altura 1,2cm. Precio unidad.",Lechuga mini,C26m    ,1.8
187,554,Frutas y Verduras," Dimensiones 1,5cm. de alto y 1,8 de diametro. Precio unidad.",Hoja de roble,C25   ,3
187,562,Frutas y Verduras, Dimensiones 5cm de alto. Modelado a mano con porcelana rusa,Apio,C29      ,3
187,563,Frutas y Verduras, Dimensiones cm de alto. Modelado a mano con porcelana rusa. Foto no disponible,Apio mini,C29m     ,1.8
187,564,Frutas y Verduras," Dimensiones 1,7cm de alto y 2,1 de diametro. Modelado a mano con porcelana rusa.",Coliflor,C30   ,3
187,565,Frutas y Verduras, Dimensiones 1 cm de diametro. Modelado a mano con porcelana rusa. Precio unidad.,Coliflor mini,C30m   ,2.2
187,566,Frutas y Verduras," Dimensiones 2,8 cm.",Melón,C31a    ,1.8
187,567,Frutas y Verduras," Dimensiones 2,8 cm.",Melón,C31b    ,1.8
190,568,Menaje de metal,"Elaborado con estaï¿½o y baï¿½o de cobre. Medidas de largo 3,8cm.",Cazo cobre,M1   ,1.2
190,569,Menaje de metal,"Elaborado con estaï¿½o y baï¿½o de cobre. Medidas de largo 3,8cm.",Espumadera cobre,M2  ,1.2
190,570,Menaje de metal,"Elaborado con estaï¿½o y baï¿½o de cobre. Medidas de largo 3,8cm.",Tenedor cobre,M3  ,1.2
190,571,Menaje de metal,"Elaborado con estaï¿½o y baï¿½o de cobre. Medidas de largo 3,8cm.",Cuchara cobre,M4   ,1.2
190,572,Menaje de metal,"Elaborado con estaï¿½o y baï¿½o de cobre. Medidas de alto 1,8cm.",Jarrillo cobre,M5  ,2.4
190,573,Menaje de metal,"Elaborado con estaï¿½o y baï¿½o de cobre. Medidas de alto 1cm. y diametro 2,2cm. Precio de la olla y la tapadera",Olla cobre y tapa,M6  ,2.4
190,575,Menaje de metal,"Elaborado con estaï¿½o y baï¿½o de cobre. Medidas de largo 6cm. Diametro 2,8cm.",Sartén cobre,M8   ,2.4
190,576,Menaje de metal,"Elaborado con estaï¿½o y baï¿½o de cobre. Medidas de alto 0, 6cm. Diametro 1,7cm. Precio unidad.",Cacito pequeño cobre,M9   ,1.8
190,577,Menaje de metal,"Elaborado con estaï¿½o y baï¿½o de cobre. Medidas de alto 1cm. Diametro 2,2cm. Precio unidad",Cacito mediano cobre,M10  ,1.8
190,578,Menaje de metal,"Elaborado con estaï¿½o y baï¿½o de cobre. La tapadera se puede quitar. Medidas de alto 1,6cm. Diametro 1,8cm.",Tetera cobre,M11  ,2.4
190,579,Menaje de metal,"Elaborado con estaï¿½o y pintado en negro. Medida de largo 3,8cm.",Espumadera negra,M12  ,1.2
190,580,Menaje de metal,"Elaborado con estaï¿½o y pintado en negro. Medida de alto 1cm. Diametro 2,2cm.",Olla  negra tapadera,M13  ,2.4
190,581,Menaje de metal,"Elaborado con estaño y pintado en negro. Medida de largo 6cm. Diámetro 2,8cm.",Sartén  negra,M15   ,2.4
190,582,Menaje de metal,"Elaborado con estaï¿½o y pintado en negro. Tamaï¿½o pequeï¿½o. Medida de alto 0,6cm. Diametro 1,7cm.",Cacito peq.  negro,M16  ,1.8
190,583,Menaje de metal,"Elaborado con estaï¿½o y pintado en negro. Tamaï¿½o mediano. Medida de alto 1cm. Diametro 2,2cm.",Cacito negro y tapa,M17  ,3
190,584,Menaje de metal,Elaborado con estaï¿½o. Medida de alto 2cm.,Molinillo de cafï¿½,M18  ,3.6
190,585,Menaje de metal,"Elaborado con estaï¿½o. Medida de alto 4,3cm.",Maquina de picar,M19  ,3
190,586,Menaje de metal," Elaborado con estaï¿½o. Medida de largo sin el mango 4,5cm.",Maquina de chorizos,M20  ,7.8
190,587,Menaje de metal," Elaborado con estaï¿½o.  Diametro 4,6cm.",Perol,M21  ,3.6
190,588,Menaje de metal," Conjunto de varias piezas. Tambiï¿½n se venden por separado. Diametro del perol 4,6cm. Precio del conjunto",Juego perol trebedes,M21b  ,10.9
190,589,Menaje de metal,"Elaborado con estaï¿½o. Diametro 3,7cm y 2cm. de alto.",Trebedes grandes,M22    ,3.6
190,590,Menaje de metal,"Elaborado con estaï¿½o. Diametro 2,5cm y 2cm. de alto. Precio unidad.",Trï¿½bedes pequeï¿½as,M23  ,3.6
190,591,Menaje de metal,"Elaborado con estaï¿½o. Dimensiones de largo 4,3cm.",Vertedor grande,M24  ,2.4
190,592,Menaje de metal,"Elaborado con estaï¿½o y mango de madera. Dimensiones de largo 3,2cm.",Vertedor,M25  ,2.4
190,593,Menaje de metal,Elaborado con estaï¿½o. Dimensiones de largo 6cm.,Paleta candela,M26  ,2.4
190,594,Menaje de metal,"Elaborado con estaï¿½o. Dimensiones de largo 3,5cm.",Tijeras candela,M27  ,2.4
190,595,Menaje de metal,"Conjunto de dos piezas, la maza esta elaborada con estaï¿½o baï¿½ado en cobre y el mortero es de ceramica vidriada. Precio del conjunto. Diametro 2,2cm.",Mortero amarillo,M28  ,3
190,596,Menaje de metal,"Cojunto de dos piezas, la maza esta elaborada con estaï¿½o  baï¿½ado en cobre, el mortero es de ceramica vidriada. Precio del conjunto. Dimensiones de alt",Mortero azul,M28b  ,3
190,597,Menaje de metal,"Elaborado con estaï¿½o.  Dimensiones de largo 4,8cm.",Fuelle,M29  ,3.4
190,598,Menaje de metal,"Elaborado con estaï¿½o.  Dimensiones de alto 2,5cm.",Regadera,M30  ,3
191,599,Menaje varios,"Dimensiones 5,5 x 2,9 y 3,5 cm. de alto",Peso,M31  ,4.5
190,600,Menaje de metal,Dimensiones 5 x 2 cm. Elaborado con estaï¿½o.,Peso metal,M32  ,3.6
190,601,Menaje de metal,"Dimensiones 2,5 cm. Elaborado con estaï¿½o.",Candil forja,M33  ,3.6
190,602,Menaje de metal,"Dimensiones 1,5 cm de alto y 2,5 de diametro. Elaborado con estaï¿½o.",Caldero,M34  ,1.8
190,603,Menaje de metal,"Dimensiones 2,6 x 1,8cm de alto. Elaborado con estaï¿½o.",Plancha,M35  ,3
190,604,Menaje de metal,"Dimensiones 3 x 1,6 x 3,6cm de alto.",Mueble con plancha,M36  ,6.6
190,605,Menaje de metal,"Dimensiones 8,3cm de largo. Elaborado con estaï¿½o",Romana,M37  ,3.6
190,606,Menaje de metal,Dimensiones de la sartén 6 cm de largo. Elaborado con estaño,Sartén con comida,M38   ,4.2
190,607,Menaje de metal,Dimensiones  2 cm de largo. Elaborado con estaño,Tijeras pequeñas,M39    ,2.2
190,608,Menaje de metal,"Dimensiones  2,7 cm. de largo. Elaborado con estaï¿½o",Tijeras medianas,M40  ,1.8
190,609,Menaje de metal,"Dimensiones  2,5 cm. de largo. Elaborado con estaï¿½o",Cascanueces,M41  ,1.2
190,610,Menaje de metal,"Dimensiones  2,5 cm. de largo. Se vende por separado, precio de la cuchara. Elaborado con estaï¿½o",Cuchara pequeña,M42  ,1.2
190,611,Menaje de metal,"Dimensiones  2,5 cm. de largo. Se vende por separado, precio del tenedor. Elaborado con estaï¿½o",Tenedor pequeño,M43   ,1.2
190,612,Menaje de metal,"Dimensiones  2,5 cm. de largo. Se vende por separado, precio del cuchillo. Elaborado con estaï¿½o",Cuchillo pequeño,M44   ,1.2
190,613,Menaje de metal,Dimensiones  4 cm. de largo en total. Elaborado con estaï¿½o y madera.,Cuchillo,M45  ,2.4
190,614,Menaje de metal,Dimensiones   cm. de alto . Elaborado con estaï¿½o y cera.,Palmatoria con vela,M46  ,4.2
190,615,Menaje de metal,Dimensiones  5 cm. de largo . Elaborado con estaï¿½o y madera.,Churrera,M47  ,3.6
191,616,Menaje varios,"Dimensiones  3,9 cm. de alto y 2,5 de diametro.",Cubo madera,M48  ,2
191,617,Menaje varios,"Dimensiones  3,2 cm. de alto y 2,2 de diï¿½metro.",Cubo caÃ±a,M49    ,2
191,618,Menaje varios,"Dimensiones  2,1 cm. de alto y 2,2 de diametro.",Cubeta,M50  ,1.8
191,619,Menaje varios,"Dimensiones  1,2 cm. de alto y 2,8 de diametro.",Cuenco madera,M51  ,1.8
191,620,Menaje varios,"Dimensiones  4,3 cm. de alto y 1,6 de diametro.",Garrafa de madera,M52  ,2.5
191,621,Menaje varios,Dimensiones  3 cm. de alto y 2 de diametro. Precio de una garrafa pequeï¿½a.,Garrafa pequeÃ±a,M53    ,3
191,622,Menaje varios,"Dimensiones  4,2cm. de alto y 2,9 de diametro. Precio de una garrafa mediana",Garrafa mediana,M54  ,3
191,623,Menaje varios,"Dimensiones  4,8cm. de alto y 3,5 de diametro.Precio de una garrafa grande.",Garrafa grande,M55  ,3.5
191,624,Menaje varios,"Dimensiones 2,2 cm. de alto y 1,5 de diametro. Precio de un barril mini.",Barril mini,M56   ,2
191,625,Menaje varios,"Dimensiones  3 cm. de alto y 2,1 de diametro. Precio de un barril pequeï¿½o.",Barril pequeï¿½o,M57  ,2
191,626,Menaje varios,"Dimensiones  4,1 cm. de alto y 2,8 de diametro. Precio de un barril mediano.",Barril mediano,M58  ,2.5
191,627,Menaje varios,"Dimensiones  5 cm. de alto y 3,8 de diametro. Precio de un barril grande.",Barril grande,M59 ,3
191,628,Menaje varios,"Diametro 1,5cm. Precio de una carrucha pequeï¿½a.",Carrucha pozo peq.,M60  ,2.2
191,629,Menaje varios,Diametro 2cm. Precio de una carrucha grande.,Carrucha pozo gr.,M62  ,2.2
191,630,Menaje varios,"Diametro 2,5cm.",Cedazo redondo peq.,M63  ,1.5
191,631,Menaje varios,"Diametro 3,8cm.",Cedazo redondo gr.,M64  ,3
191,632,Menaje varios,"Dimensiones 3,5 x 4,7cm.",Cedazo cuadrado,M65  ,3
191,633,Menaje varios,Dimensiones 5cm de largo.,Rodillo,M66 ,1.8
191,634,Menaje varios,Diametro  3.8cm.,Tapadera,M67  ,1.8
191,635,Menaje varios,Diametro  cm.,Tapadera pequeï¿½a,M68 ,1.5
191,636,Menaje varios,Diametro  cm.,Tapadera mini,M69 ,1.5
196,638,Herramientas,"Medidas 6,6cm de largo. Elaborada con estaño y madera.",Azada,H1 ,3.4
196,639,Herramientas,"Medidas 2,5cm de largo. Elaborada con estaño y madera.",Barrena,H2 ,3
196,640,Herramientas,"Medidas 4,5cm. de largo. Elaborada con estaño y madera.",Lima,H3 ,3
196,641,Herramientas,"Medidas 4,5cm. de largo. Elaborada con estaño y madera.",Hoz,H4 ,3
196,642,Herramientas,"Medidas 3,6cm. de largo. Elaborado con estaño y madera.",Martillo,H5 ,3.5
196,643,Herramientas,"Medidas 7,7cm. de largo. Elaborada con estaño y madera.",Pala metal,H6 ,3.5
196,644,Herramientas,"Medidas 10,2cm. de largo. Elaborada con estaño y madera.",Horca de metal,H7 ,3
196,645,Herramientas,Medidas 4 cm. de largo. Elaborado con estaño y madera.,Palustre,H8 ,3.4
196,646,Herramientas,"Medidas 6,5 cm. de largo. Elaborado con estaño y madera.",Rastrillo metal,H9 ,3.6
196,647,Herramientas,"Medidas 3,8 cm. de largo. Elaborado con estaño y madera.",Martillo de pico,H10 ,3.4
196,648,Herramientas,"Medidas 2,2 x 1,3 x 2,5cm.Precio de un cepillo tamaño grande.",Cepillo carpintero g,H11 ,6.3
196,649,Herramientas,"Medidas 2,7 x 1,1 x 1,6cm. Precio de un cepillo tamaño mediano.",Cepillo carpintero m,H13 ,4.85
196,650,Herramientas,"Medidas 2 x 0,7 x 1,1cm. Precio de un cepillo tamaño pequeño.",Cepillo carpintero p,H14 ,3.6
196,651,Herramientas,"Medidas 4,8 x 1,2 x 1,3cm.",Garlopa,H12 ,6.4
196,652,Herramientas,"Medidas 3,6cm de largo. Elaborada con estaño.",Tenazas,H15 ,3.4
196,653,Herramientas,"Medidas 5,1cm de largo. Elaborado con estaño.",Serrucho,H16 ,3.45
196,654,Herramientas,Medidas 4cm de largo. Elaborada con estaño y madera.,Hacha,H17 ,3.3
196,655,Herramientas,"Medidas 5,4 x 3,8cm de largo. Elaborada con madera.",Sierra de carpintero,H18 ,5.8
196,656,Herramientas,"Medidas 8,5cm de largo. Elaborada con madera y estaño.",Guadaña,H19 ,4.2
196,657,Herramientas,"Medidas 3,3cm de largo. Elaborada con  estaño.",Tijeras de podar,H20  ,3.6
196,658,Herramientas,"Medidas 12,5cm de largo.",Pala de panadero,H21  ,5
196,659,Herramientas,Medidas 8cm de largo.,Rastrillo madera,H22 ,4.9
196,660,Herramientas,Medida 11cm de largo.,Biergo,H23 ,4.9
196,661,Herramientas,"Medidas 8,6 x 4,5cm.",Hoz grande,H24 ,8.5
196,662,Herramientas,"Medidas 7,5cm. Elaborada con estaño y madera.",Escardilla grande,H25 ,8.5
196,663,Herramientas,"Medidas 5,5cm. Elaborado con estaño y madera.",Amocafre,H26 ,8.5
196,664,Herramientas,"Medidas 10,5cm. Elaborada con estaño y madera.",Azada grande,H27 ,8.5
196,665,Herramientas,"Medidas 14,5cm. Elaborado con estaño y madera. Precio del tamaño mediano.",Rastrillo mediano,H28 ,8.5
196,666,Herramientas,Medidas 17cm de largo y 8 de ancho. Elaborado con estaño y madera. Precio del tamaño grande.,Rastrillo grande,H29 ,10
196,667,Herramientas,"Medidas 15,4cm de largo. Elaborada con estaño y madera. Precio del tamaño mediano.",Horca mediana,H30 ,8.5
196,668,Herramientas,"Medidas 19,5cm. de largo y 3,7 de ancho. Elaborada con estaño y madera. Precio del tamaño grande.",Horca grande,H31 ,10
196,669,Herramientas,"Medidas 2,2 cm. Elaborado con estaño.",Martillo mini,H39 ,2.1
197,670,Oficios,"Medidas 16 x 6,2 x 7,8 cm. Para figuras de 14cm. Elaborado con madera.",B. Carpintero gr.,H32  ,32.6
197,671,Oficios,"Medidas 13 x 5,2 x 6 cm. Para figuras de 10-12cm. Elaborado con madera.",B. Carpintero peq.,H33  ,27.8
197,672,Oficios,"Medidas 3 x 4 x 3,8cm. Elaborado con madera. Precio de la caja de herramientas vacía.",Caja h. vacía,H34  ,4.2
197,673,Oficios,"Medidas 3 x 4 x 3,8cm. Elaborado con madera. Precio de la caja con las tres herramientas.",Caja herramientas,H35  ,11.5
197,674,Oficios,"Medidas 6,7 x 7,7 x 6,4cm. Elaborado con madera.",Torno alfarero,H36  ,16.9
189,675,Alimentos varios,"Diametro 1,6cm.",Queso negro mini,C83cm  ,1.2
189,676,Alimentos varios,Diametro 2 cm.,Queso partido blanco,C84a  ,1.8
189,677,Alimentos varios,Diametro 2 cm.,Queso partido negro,C84b  ,1.8
189,678,Alimentos varios,"Diametro 2,6 cm. Precio de un queso entero.",Queso grullere,C86  ,1.8
189,679,Alimentos varios,"Dimensiones  2,7 x 1,3 cm. Precio de medio queso.",Medio grullere,C87  ,1.8
187,691,Frutas y Verduras,Modelada a mano con barro. Diametro 2cm.,Calabaza,C35    ,2.2
187,692,Frutas y Verduras,"Modelada a mano con barro. Diametro 1,3cm.",Calabaza mini,C35m   ,1.8
187,684,Frutas y Verduras,"Modelado a mano con barro. Dimensiones 2,8cm. de largo.",Melón partido,C32    ,2.5
187,685,Frutas y Verduras,"Modelado a mano con barro. Dimensiones 1,3cm. de largo.",Melón entero mini,C31m     ,2.2
187,686,Frutas y Verduras,"Modelado a mano con barro. Dimensiones 1,3cm. de largo.",Melón partido mini,C32m   ,2
187,687,Frutas y Verduras,Modelado a mano con barro. Dimensiones 2cm. de diametro.,Sandía,C33     ,1.8
187,688,Frutas y Verduras,"Modelado a mano con barro. Dimensiones 1,2cm. de diametro.",Sandía entera mini,C33m     ,1.8
187,689,Frutas y Verduras,Modelado a mano con barro. Dimensiones 2cm. de diametro.,Media sandía,C34a     ,2.5
187,690,Frutas y Verduras,Modelado a mano con barro. Dimensiones 2cm. de diametro. Precio de una sandï¿½a partida.,Sandía partida,C34b    ,2.5
187,693,Frutas y Verduras,Dimensiones 2 cm. Precio unidad.,Piña,C36    ,3
187,694,Frutas y Verduras,"Diametro 1,2cm.  Las dos piezas se unen en una entera, para ello tendra que pedir dos unidades. Precio del medio coco.",Coco,C37    ,3
187,695,Frutas y Verduras,"Dimensiones 2,5cm de alto. Precio de un manojo.",Manojo de esparragos,C38     ,3.6
187,696,Frutas y Verduras,"Cesta con 5 peras modeladas a mano con porcelana rusa. Diametro 3,2 cm.",Cesta de peras,C39    ,3.6
187,697,Frutas y Verduras,"Cesta  con 5 naranjas modeladas a mano con porcelana rusa. Diametro 3,2 cm.",Cesta de naranjas,C40    ,3.6
187,698,Frutas y Verduras,"Cesta  con 5 tomates, modelados a mano con porcelana rusa. Diametro 3,2 cm.",Cesta de tomates,C41    ,3.6
187,699,Frutas y Verduras,"Cesta  con varias frutas, modeladas a mano con porcelana rusa. Diametro 3,2 cm.",Cesta de frutas,C42    ,4.6
187,700,Frutas y Verduras,"Cesta  con champiï¿½ones, judias verdes y tomates, modelados a mano con porcelana rusa. Diametro 3,2 cm.",Cesta champiñones,C43      ,4.6
187,701,Frutas y Verduras,"Cesta con frutas surtidas y melï¿½n,  modelados a mano con porcelana rusa. Diametro 4,5 cm.",Cesta frutas melón,C46a    ,5.9
187,702,Frutas y Verduras,"Cesta con frutas surtidas y melón  modelados a mano con porcelana rusa. Diametro 4,5 cm.",Cesta frutas sandía,C46b    ,5.9
187,703,Frutas y Verduras,"Caja de madera con zanahorias, modeladas a mano con porcelana rusa. Dimensiones de la caja 4x 3 cm.",Caja zanahorias,C47   ,4.6
187,704,Frutas y Verduras,"Caja de madera con peras, modeladas a mano con porcelana rusa. Dimensiones de la caja 4x 3 cm.",Caja de peras,C48    ,4.6
187,705,Frutas y Verduras,"Caja de madera con pimientos, modelados a mano con porcelana rusa. Dimensiones de la caja 4x 3 cm.",Caja de pimientos,C49   ,4.6
187,706,Frutas y Verduras,"Caja de madera con berenjenas, modeladas a mano con porcelana rusa. Dimensiones de la caja 4x 3 cm.",Caja de berenjenas,C50   ,4.6
187,707,Frutas y Verduras,"Caja de madera con limones, modelados a mano con porcelana rusa. Dimensiones de la caja 4x 3 cm.",Caja de limones,C51   ,4.2
187,708,Frutas y Verduras,"Caja de madera con tomates, modelados a mano con porcelana rusa. Dimensiones de la caja 4x 3 cm.",Caja de tomates,C52   ,4.6
187,709,Frutas y Verduras,Caja de madera vacía. Dimensiones  4x 3 cm.,Caja vacía,C53    ,1.4
187,710,Frutas y Verduras,"Cajita con champiñones, modelados a mano con porcelana rusa.  Dimensiones de la caja 2,3 x 1,7 cm. y  1,1 de alto.",Caja champiñones m.,C54    ,4.2
187,711,Frutas y Verduras," Dimensiones  de la base 2,3 x 1,7 cm. y 1,1 de alto.",Caja  mini vacía,C55    ,1.4
187,712,Frutas y Verduras,"  Cajita con judías verdes. Dimensiones  de la base 2,3 x 1,7  cm. y 1,1 de alto.",Caja  mini judías,C56    ,3
187,713,Frutas y Verduras,"  Cajita con zanahorias. Dimensiones  de la base 2,3 x 1,7  cm. y 1,1 de alto.",Cajita zanahorias,C56a    ,4.8
187,714,Frutas y Verduras,"Cestita con calabaza y lechuga. Dimensiones 1,5 x 2,5 cm.",Cesta mini,C56d   ,4.8
187,715,Frutas y Verduras,"Dimensiones 4 x 2,7 x 4,7 cm.",Cesta grande uvas,C56u   ,5.4
187,716,Frutas y Verduras,"Plato de barro vidriado y fruta modelada con porcelana rusa. Diametro 2,7 cm.",Plato fruta pequeño,C57    ,3
187,717,Frutas y Verduras,"Plato de barro vidriado y fruta modelada con porcelana rusa. Diametro 3,4 cm.",Plato fruta mediano,C58   ,4.2
187,718,Frutas y Verduras,"Plato de barro vidriado y fruta modelada con porcelana rusa. Diametro 4,1 cm.",Plato fruta sandía,C59    ,6.5
187,719,Frutas y Verduras,"Plato de barro vidriado y fruta modelada con porcelana rusa. Diametro 4,1 cm.",Plato fruta melón,C60  ,8.9
187,720,Frutas y Verduras," Modelada  con porcelana rusa. Dimensiones de cada mazorca 3x 0,8 cm.",Ristra mazorcas,C62   ,3.4
187,721,Frutas y Verduras,"Dimensiones de largo 2,2 cm. Precio de una ristra.",Ristra ajos mini,C63m   ,3.4
187,722,Frutas y Verduras,Dimensiones de largo 4 cm. Precio de una ristra.,Ristra ajos mediana,C63   ,3
187,723,Frutas y Verduras,"Dimensiones de largo 5,3cm.",Ristra ajos grandes,C63g   ,3
187,724,Frutas y Verduras,"Dimensiones de largo 2,2 cm. Precio de una ristra.",Ristra cebollas mini,C64m   ,3
187,725,Frutas y Verduras,Tamaï¿½o mediano. Dimensiones de largo 4 cm. Precio de una ristra.,Ristra cebollas med.,C64    ,3
187,726,Frutas y Verduras,"Tamaï¿½o mediano. Dimensiones de largo 5,3 cm. Precio de una ristra.",Ristra cebollas gr.,C64g   ,3
187,727,Frutas y Verduras,"Modelada con porcelana rusa. Dimensiones de largo 3,2 cm. Precio de una ristra.",Ristra pimiento mini,C65m   ,3.6
187,728,Frutas y Verduras,Tamaï¿½o mediano. Dimensiones de largo 5 cm. Precio de una ristra.,Ristra pimiento med.,C65   ,3.6
187,729,Frutas y Verduras,"Tamaï¿½o mediano. Dimensiones de largo 6,8 cm. Precio de una ristra.",Ristra pimientos gr.,C65g   ,3.6
189,730,Alimentos varios,"Modelado con porcelana rusa. Dimensiones 0,8 cm. Si los desea blancos o morenos, indiquelos en Comentarios. Precio unidad.",Huevo,C6   ,0.35
189,731,Alimentos varios,"Diametro 3,2 cm. Cesta con huevos modelados con porcelana rusa.",Cesta huevos,C44   ,3.6
189,732,Alimentos varios,"Diametro 3,2 cm.",Cesta huevos resina,C45  ,3.6
189,733,Alimentos varios,"Dimensiones 2 cm de alto y 1,6 de diametro. Precio unidad",Queso tetilla,C88  ,1.8
189,734,Alimentos varios,Diametro 2 cm. Precio unidad.,Queso bola entero,C89  ,1.8
189,735,Alimentos varios,Diametro 2 cm. Precio unidad.,Queso bola partido,C90 ,2
189,736,Alimentos varios,"Saco de tela oscura cosido a mano.Dimensiones 5 x 3cm. Si desea el contenido de saco de algï¿½n color en especial, indiquelo en Comentarios.",Saco abierto oscuro,C93o  ,2.4
189,737,Alimentos varios,"Saco de tela clara, cosido a mano.Dimensiones 5 x 3cm. Si desea el contenido de saco de algï¿½n color en especial indiquelo en Comentarios.",Saco abierto claro,C93b  ,2.4
189,738,Alimentos varios,"Saco de tela oscura, cosido a mano. Dimensiones 6  cm.",Saco cerrado oscuro,C94o  ,2.4
189,739,Alimentos varios,"Saco de tela clara, cosido a mano.Dimensiones 6  cm.",Saco cerrado claro,C94b  ,2.4
189,740,Alimentos varios,"Saco de tela oscura, cosido a mano.Dimensiones 3,5 cm.de alto. Si desea el contenido de alguna variedad concreta, indiquelo en Comentarios",Saco abierto peq.os.,C95o  ,2.4
189,741,Alimentos varios,"Saco de tela clara, cosido a mano.Dimensiones 3,5 cm.de alto. Si desea el contenido de alguna variedad concreta, indiquelo en Comentarios.",Saco abierto peq.cl.,C95b  ,2.4
189,747,Alimentos varios,Modelado a mano con porcelana rusa. Dimensiones 6 cm. de largo.,Bacalao,C97  ,3.4
189,743,Alimentos varios,"Saco de tela oscura, cosido a mano. Dimensiones 3,8 cm. de alto.",Saco cerrado peq. os,C96o  ,2.2
189,744,Alimentos varios,"Saco de tela clara, cosido a mano. Dimensiones 3,8 cm. de alto.",Saco cerrado peq.cl.,C96b  ,2.2
189,745,Alimentos varios,"Saco de tela clara, cosido a mano. Dimensiones 2,8 cm. de alto.",Saco cerrado mini cl,C96mb  ,2.2
189,746,Alimentos varios,"Saco de tela clara, cosido a mano. Dimensiones 2,8 cm. de alto.",Saco cerrado mini os,C96mo  ,2.2
189,748,Alimentos varios,"Modelado a mano con porcelana rusa. Dimensiones 3,6 cm. de largo.",Bacalao mini,C97m   ,3.4
189,749,Alimentos varios,"Elaborado con estaño y pintado a mano. Dimensiones 1,5 cm. de largo.",Boquerón,C98    ,2.6
189,750,Alimentos varios,"Elaborado con estaï¿½o y pintado a mano. Dimensiones 1,7cm. de largo.",Salmonete,C99   ,2.6
189,751,Alimentos varios,"Elaborado con estaï¿½o y pintado a mano. Dimensiones 2,5cm. de largo.",Pescadilla,C100  ,2.6
189,752,Alimentos varios,"Elaborado con estaï¿½o y pintado a mano. Dimensiones 2,5cm. de largo.",Besugo,C101  ,2.4
189,753,Alimentos varios,"Caja mini con dos pescados. Dimensiones de la caja 2,3 x 1,7  y 1,1 cm. de alto.",Caja pescado mini,C102  ,5
189,754,Alimentos varios,Caja con tres pescadillas. Dimensiones de la caja 4 x 3 cm.,Caja pescadillas,C103  ,7.1
189,755,Alimentos varios,"Elaborado con estaï¿½o y pintado a mano. Dimensiones de largo 2,1 cm.",Pez anzuelo,C104  ,1.4
189,756,Alimentos varios,"Dimensiones de largo 4,5 cm.",Langosta,C105  ,4.6
189,757,Alimentos varios,"Dimensiones 5,4 x 4,4cm.", Caja con langosta,C106  ,9.7
189,758,Alimentos varios,"Dimensiones 5,4 x 4,4 cm.", Caja con cigalas,C107  ,4.7
189,759,Alimentos varios,"Dimensiones 3,7 x 2,6 cm.", Caja cigalas peq,C107p   ,5
189,760,Alimentos varios,"Dimensiones 5,4 x 4,4 cm.", Caja con chipirones,C108   ,5.7
189,761,Alimentos varios,"Cesta tejida a mano con 3 salmonetes. Diametro 3,2 cm.", Cesta salmonetes,C109  ,7.1
189,762,Alimentos varios,"Cesta tejida a mano con vieiras. Diametro 3,2 cm.", Cesta vieiras,C110  ,5.9
189,763,Alimentos varios,"Cesta tejida a mano con ostras. Diametro 3,2 cm.", Cesta ostras,C111  ,5.9
189,764,Alimentos varios,"Cesta de mimbre con 2 meros. Dimensiones 5,7 x 4,2  y 3 cm de alto.", Cesta con mero,C112  ,6.65
189,765,Alimentos varios,"Cesta de mimbre con 10 vieiras. Dimensiones 5,7 x 4,2  y 3 cm de alto.", Cesta gr. vieiras,C113  ,10.3
189,766,Alimentos varios,"Cesta de mimbre con 3 lubinas. Dimensiones 5,7 x 4,2  y 3 cm de alto. Imagen no disponible.", Cesta gr. lubinas,C114  ,10.3
189,767,Alimentos varios,"Cubeta de madera con 2 lubinas. Medidas 3,3 cm de alto y 3,7 de diametro.", Cubeta con lubinas,C115  ,6.65
189,768,Alimentos varios,"Cubo de zinc con 2 pescadillas. Medidas del cubo 2 cm de alto y 1,8 de diametro.",Cubo con pescadillas,C115m  ,6
189,769,Alimentos varios,"Cartucho de papel con dos pescados pequeï¿½os. Medidas 3,3 cm.de largo",Cartucho pescado,C116  ,4.2
189,770,Alimentos varios,"Medidas 3,6 x 0,7cm. Precio de una barra.",Barra pan,C117  ,1.2
189,771,Alimentos varios,"Medidas 1,9 x 0,4 cm. Precio de un bollo.",Bollo de pan,C118  ,1.2
